property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Price_in_Crore,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,luxury_score_bin
flat,vipul lavanya,sector 81,5265.0,2.0,2,2,14.0,Moderately Old,0.645,882.0,0,0,0,0,0,0,96,"[50, 100)"
flat,m3m soulitude,sector 89,16923.0,3.0,3,3,1.0,Under Construction,1.32,886.0,0,0,0,0,0,0,45,"[0, 50)"
flat,vatika city,sector 49,8622.0,3.0,3,3,3.0,Moderately Old,1.69,2227.0,0,0,0,1,0,0,136,"[100, 150)"
house,independent,sector 40,6337.135614702154,3.0,9,3+,3.0,Moderately Old,1.5,2367.0,0,1,1,0,0,2,83,"[50, 100)"
flat,avl 36 gurgaon,sector 36a,8990.0,1.0,1,1,7.0,Relatively New,0.365,457.0,0,0,0,0,0,0,95,"[50, 100)"
house,independent,sector 39,20138.88888888889,2.0,2,3+,3.0,Moderately Old,1.8125,900.0,0,1,1,0,0,0,45,"[0, 50)"
house,international city by sobha phase 2,sector 109,3258.5185185185187,4.0,4,3+,2.0,New Property,1.7596,5400.0,0,1,0,0,1,2,44,"[0, 50)"
flat,ansals duplex flat,sector 2,7308.0,2.0,3,2,1.0,Old Property,0.95,1477.0,1,0,0,0,0,2,20,"[0, 50)"
flat,experion the heartsong,sector 108,7015.0,2.0,3,3,7.0,Relatively New,0.9,1283.0,0,1,0,0,1,0,72,"[50, 100)"
flat,dlf new town heights,sector 86,6736.0,3.0,3,3,12.0,Moderately Old,1.3,1930.0,0,1,0,0,0,2,165,"[150, 200)"
flat,indiabulls enigma,sector 110,10265.0,4.0,5,3,7.0,Relatively New,3.49,3400.0,0,1,0,0,0,0,165,"[150, 200)"
house,independent,sector 7,1461.111111111111,4.0,5,3+,1.0,Old Property,0.526,3600.0,1,1,0,1,0,0,31,"[0, 50)"
flat,vipul belmonte,sector 53,24490.0,3.0,4,3+,6.0,Moderately Old,6.0,2450.0,0,1,0,0,1,2,26,"[0, 50)"
flat,"gokuldham society, bahadurgarh",sector-7 hous,5556.0,2.0,2,2,2.0,Moderately Old,0.5,852.0,0,0,1,0,0,0,0,"[0, 50)"
flat,ats triumph,sector 104,8317.0,4.0,4,3+,14.0,Relatively New,2.62,3150.0,0,1,0,0,0,0,174,"[150, 200)"
flat,imperia the esfera,sector 37c,5455.0,3.0,4,3,9.0,Relatively New,0.99,1716.0,0,1,0,0,0,0,49,"[0, 50)"
house,shree krishna homes,sector 104,20973.345312967955,2.0,2,1,1.0,New Property,1.6673809523809524,795.0,1,0,0,1,1,0,44,"[0, 50)"
flat,assotech blith,sector 99,6740.0,2.0,2,3+,22.0,Under Construction,0.92,1365.0,0,0,0,0,0,0,56,"[50, 100)"
flat,meditech apartment,sector 56,8167.0,4.0,4,3+,1.0,Relatively New,2.45,2900.0,0,0,0,0,1,2,118,"[100, 150)"
house,bptp visionnaire,sector 70a,6188.425925925925,5.0,4,3,3.0,New Property,1.6708749999999999,2700.0,1,0,0,0,0,0,40,"[0, 50)"
flat,tulip white,sector 69,6787.0,3.0,2,3,6.0,Relatively New,0.9,1507.0,0,0,0,1,0,0,121,"[100, 150)"
flat,emaar gurgaon greens,sector 102,7879.0,3.0,3,3,7.0,Relatively New,1.3,1312.0,0,1,0,0,0,0,93,"[50, 100)"
flat,signature global park,sohna road,6391.0,2.0,2,3,4.0,New Property,0.54,600.0,0,0,0,0,0,0,44,"[0, 50)"
flat,m3m skycity,sector 65,17040.0,3.0,3,3,15.0,New Property,3.5,2334.0,1,1,0,1,0,2,166,"[150, 200)"
house,international city by sobha phase 1,sector 109,7241.152263374485,4.0,5,2,2.0,Relatively New,1.7596,2430.0,0,1,0,0,0,2,111,"[100, 150)"
flat,krrish provence estate,gwal pahari,9483.0,4.0,5,3+,11.0,New Property,5.5,5800.0,1,1,0,1,0,0,151,"[150, 200)"
flat,dlf new town heights,sector 90,6514.0,4.0,4,3+,12.0,Moderately Old,1.54,2200.0,0,1,0,1,0,2,111,"[100, 150)"
flat,tulip violet,sector 69,8625.0,4.0,4,1,12.0,Relatively New,1.7,1970.0,0,0,0,0,0,0,88,"[50, 100)"
flat,hanumanta apartment,rajiv colony,5309.0,2.0,2,1,1.0,Moderately Old,0.43,810.0,0,0,0,0,0,0,7,"[0, 50)"
flat,avl 36 gurgaon,sector 36a,7500.0,2.0,2,2,5.0,Relatively New,0.75,826.0,0,0,0,0,0,0,26,"[0, 50)"
flat,deepak minda,sector 1a imt manesar,4715.0,4.0,4,3+,6.0,Moderately Old,1.25,3012.0,0,0,0,0,0,2,44,"[0, 50)"
flat,bptp terra,sector 37d,10000.0,4.0,4,3,0.0,New Property,2.08,2443.0,1,1,0,1,0,0,121,"[100, 150)"
house,independent,sector 4,336.62551440329213,3.0,3,1,1.0,Relatively New,0.45444444444444443,13500.0,0,0,0,0,1,0,0,"[0, 50)"
flat,signature global city 81,sector 81,8279.0,2.0,2,2,3.0,Under Construction,0.89,1222.0,0,0,0,0,1,0,20,"[0, 50)"
flat,sare crescent parc,sector 92,4597.0,3.0,3,3,3.0,Moderately Old,0.65,1607.0,0,0,0,0,0,0,44,"[0, 50)"
flat,vipul lavanya,sector 81,8000.0,2.0,2,2,7.0,Relatively New,1.0,1250.0,0,0,0,0,0,0,31,"[0, 50)"
flat,deepak minda,sector 1a imt manesar,4528.0,3.0,3,3+,6.0,Moderately Old,1.2,3011.0,0,1,0,0,0,0,7,"[0, 50)"
flat,alpha corp gurgaonone,sector 84,6523.0,4.0,4,3,12.0,Relatively New,2.24,3295.0,0,1,0,0,0,0,20,"[0, 50)"
house,independent,sector 14,122523.3644859813,6.0,4,2,2.0,Old Property,2.622,214.0,0,0,0,0,1,2,27,"[0, 50)"
flat,bestech park view spa next,sector 67,12600.0,4.0,5,3+,12.0,Moderately Old,3.32,2635.0,0,1,0,0,0,2,174,"[150, 200)"
flat,espire south,sector 68,9047.0,2.0,2,2,9.0,New Property,1.32,1460.0,0,0,0,0,0,0,0,"[0, 50)"
flat,emaar imperial gardens,sector 102,9600.0,3.0,3,3,12.0,Relatively New,1.92,2273.0,1,1,1,1,0,0,95,"[50, 100)"
house,spaze privy,sector 72,10670.681631535725,5.0,5,3+,14.0,Relatively New,3.898,3653.0,0,1,0,0,0,2,33,"[0, 50)"
flat,central park 2 bellevue,sector 48,10755.0,3.0,4,3+,3.0,Moderately Old,2.75,2898.0,0,0,0,0,0,0,32,"[0, 50)"
flat,ss the leaf,sector 85,7180.0,2.0,2,3,10.0,Relatively New,1.25,1730.0,0,0,0,0,0,0,49,"[0, 50)"
house,independent,sector 82,3521.654719235364,4.0,4,3+,1.0,Relatively New,1.141016129032258,3240.0,1,1,0,1,0,2,49,"[0, 50)"
flat,m3m capital,sector 113,12620.0,4.0,4,3+,11.0,Under Construction,2.9,2611.0,1,1,0,0,0,0,49,"[0, 50)"
flat,the close north,sector 50,11401.0,3.0,3,3+,8.0,Moderately Old,2.97,2600.0,0,1,0,0,0,2,174,"[150, 200)"
flat,hero homes,sector 104,9568.0,3.0,2,2,18.0,New Property,1.35,980.0,0,0,0,0,0,0,49,"[0, 50)"
flat,shree vardhman victoria,sector 70,8519.0,2.0,2,3,8.0,Relatively New,1.15,1350.0,1,0,0,0,1,0,49,"[0, 50)"
flat,umang winter hills,sector 77,5296.0,3.0,4,3+,9.0,Relatively New,1.1,1818.0,0,1,0,0,0,0,49,"[0, 50)"
flat,surendra avenue 69,sector 69,6818.0,2.0,2,2,4.0,Moderately Old,0.75,1100.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ss the leaf,sector 83,7225.0,2.0,2,3,4.0,Relatively New,1.19,1630.0,0,0,0,0,0,0,49,"[0, 50)"
house,vatika signature villas,sector 82,5282.482078853046,3.0,3,3+,3.0,New Property,1.141016129032258,2160.0,0,1,0,0,0,0,33,"[0, 50)"
house,independent,sector 43,14183.574879227051,9.0,9,3+,3.0,Relatively New,3.829565217391304,2700.0,1,1,0,1,1,1,49,"[0, 50)"
house,independent,sector 25,27962.962962962964,4.0,3,3,3.0,Moderately Old,5.033333333333333,1800.0,1,0,0,1,0,0,19,"[0, 50)"
house,independent,sector 14,69000.0,5.0,5,2,3.0,Moderately Old,2.622,380.0,1,1,0,1,0,2,27,"[0, 50)"
flat,experion windchants,sector 112,11585.0,4.0,5,3+,5.0,Relatively New,5.49,3655.35,0,1,0,0,0,2,168,"[150, 200)"
house,suncity avenue 76,sector 76,21404.233350542076,2.0,2,2,11.0,New Property,1.5946153846153845,745.0,0,0,0,0,0,0,40,"[0, 50)"
flat,conscient heritage max,sector 102,10005.0,3.0,4,3+,18.0,Relatively New,2.15,2149.0,1,1,0,0,0,2,134,"[100, 150)"
flat,tulip monsella,sector 53,20816.0,3.0,3,3,29.0,Under Construction,6.02,2892.0,0,0,0,0,0,0,68,"[50, 100)"
flat,m3m one key resiments,sector 67,13115.0,1.0,1,0,0.0,Relatively New,0.8,610.0,0,0,0,0,0,0,0,"[0, 50)"
flat,mapsko casa bella,sector 82,6134.0,4.0,6,3+,25.0,Relatively New,3.0,4890.0,0,1,0,1,0,2,119,"[100, 150)"
flat,ireo skyon,sector 60,23344.0,2.0,3,2,5.0,Relatively New,2.15,1250.0,0,1,0,0,0,2,49,"[0, 50)"
flat,vatika city homes,sector 83,5660.0,2.0,2,2,3.0,Relatively New,0.75,1325.0,0,0,0,0,0,2,49,"[0, 50)"
flat,sare homes,sector 92,5354.0,3.0,3,3,2.0,Relatively New,0.71,1507.0,0,0,0,1,0,0,108,"[100, 150)"
flat,lavanya apartments,sector 81,5056.0,3.0,3,0,7.0,Relatively New,0.9,1780.0,0,0,0,0,0,0,0,"[0, 50)"
flat,aipl joy square,sector 63a,10101.0,1.0,1,0,7.0,Under Construction,0.7,693.0,0,0,0,0,0,0,0,"[0, 50)"
flat,gls arawali homes,sohna road,6237.0,2.0,2,2,4.0,Relatively New,0.3,546.0,0,0,0,0,0,1,120,"[100, 150)"
house,sai kripa floors 5,sector 11,6187.500000000001,2.0,5,3,3.0,Relatively New,0.49500000000000005,800.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ansal heights 86,sector 86,7396.0,3.0,2,1,2.0,New Property,1.25,1690.0,0,0,0,0,0,0,100,"[100, 150)"
flat,mariners home,sector 56,8612.0,3.0,2,3,4.0,Relatively New,2.11,2250.0,0,0,0,0,1,2,126,"[100, 150)"
flat,smart world orchard,sector 61,13750.0,2.0,2,2,1.0,Under Construction,1.65,1364.0,1,0,0,0,0,0,16,"[0, 50)"
flat,chintels paradiso,sector 109,7490.0,4.0,4,2,11.0,Relatively New,1.97,2630.0,0,1,0,1,0,0,49,"[0, 50)"
flat,tulip violet,sector 69,10773.0,3.0,3,2,0.0,Relatively New,1.7,1578.0,0,0,0,1,0,0,49,"[0, 50)"
flat,dlf new town heights,sector 90,4865.0,4.0,4,3+,8.0,Moderately Old,1.42,2364.0,0,1,1,0,0,0,31,"[0, 50)"
flat,vatika gurgaon,sector 83,6313.0,3.0,3,2,12.0,Moderately Old,1.25,1700.0,0,1,0,0,0,0,95,"[50, 100)"
flat,spaze privy,sector 72,9620.0,3.0,3,3,10.0,Moderately Old,1.9,1975.0,0,1,0,0,0,2,31,"[0, 50)"
house,independent,sector 41,9490.74074074074,4.0,4,2,3.0,New Property,3.075,3240.0,1,1,0,1,0,0,35,"[0, 50)"
flat,bestech park view city,sector 49,12506.0,3.0,4,3+,6.0,Moderately Old,2.7,2159.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 12,5333.333333333334,2.0,5,2,3.0,Old Property,0.7200000000000001,1350.0,0,0,0,0,0,0,16,"[0, 50)"
flat,bestech park view sanskruti,sector 92,7760.0,3.0,3,2,10.0,Relatively New,1.42,1920.0,0,0,0,0,0,0,117,"[100, 150)"
house,independent,sector 31,18288.474810213942,4.0,4,3+,3.0,Moderately Old,2.65,1449.0,1,1,1,1,0,2,29,"[0, 50)"
house,suncity township,sector 54,47019.04761904761,4.0,4,3+,2.0,Moderately Old,4.701904761904761,1000.0,1,1,1,1,0,0,0,"[0, 50)"
flat,parsvnath green ville,sector 48,8606.0,3.0,3,3,1.0,Moderately Old,1.42,1650.0,0,0,1,0,0,1,174,"[150, 200)"
house,huda sector-56 gurgaon,sector 56,10265.299244065674,2.0,5,3+,3.0,Moderately Old,1.4874418604651163,1449.0,0,0,0,0,1,0,47,"[0, 50)"
flat,central park 2 bellevue,sector 48,11628.0,3.0,4,3,14.0,Moderately Old,5.0,4886.0,0,0,0,0,0,0,82,"[50, 100)"
flat,corona optus,sector 37c,7232.0,3.0,3,3,2.0,Relatively New,1.27,1763.0,0,0,0,0,1,0,49,"[0, 50)"
flat,aipl the peaceful homes,sector 70a,12009.0,3.0,2,2,12.0,Moderately Old,2.6,2460.0,0,1,0,0,0,0,52,"[50, 100)"
flat,ss residency,sector 6,5333.0,3.0,2,2,2.0,Moderately Old,0.48,114.0,0,0,0,0,0,0,54,"[50, 100)"
flat,parsvnath green ville,sector 48,9985.0,5.0,5,3+,4.0,Old Property,3.3,3305.0,0,1,0,0,0,0,71,"[50, 100)"
flat,umang winter hills,sector 77,5049.0,3.0,3,3,17.0,Relatively New,0.92,1591.0,0,0,0,0,1,2,49,"[0, 50)"
house,ansal sushant residency,sector 57,9833.333333333334,6.0,6,3,3.0,Old Property,2.6550000000000002,2700.0,1,1,1,1,0,1,102,"[100, 150)"
flat,m3m merlin,sector 67,14080.0,3.0,4,3,8.0,New Property,3.32,2358.0,0,1,0,0,0,2,174,"[150, 200)"
flat,valley view estate,gwal pahari,7489.0,4.0,4,3+,10.0,Moderately Old,1.5,1850.0,0,0,0,0,0,0,58,"[50, 100)"
flat,tulip violet,sector 69,9569.0,3.0,3,2,0.0,Relatively New,1.51,1250.0,0,0,0,1,0,1,165,"[150, 200)"
flat,signature global synera,sector 81,6500.0,2.0,2,2,6.0,Relatively New,0.39,682.0,0,0,0,0,0,0,37,"[0, 50)"
flat,green campus chs,sector 1a imt manesar,3935.0,3.0,3,3+,6.0,Moderately Old,0.9,2287.0,0,1,0,0,0,0,5,"[0, 50)"
flat,nul,gwal pahari,6054.0,2.0,2,1,11.0,Old Property,0.56,1051.0,0,0,0,0,0,2,0,"[0, 50)"
flat,bptp terra,sector 37d,8559.0,3.0,3,3+,11.0,Relatively New,1.55,1811.0,0,0,0,0,0,0,79,"[50, 100)"
flat,mapsko mount ville,sector 79,7716.0,3.0,3,2,1.0,Relatively New,1.25,980.0,1,0,0,1,0,2,166,"[150, 200)"
flat,breez global heights,sohna road,7003.0,1.0,1,1,1.0,Relatively New,0.25,406.0,0,0,0,0,0,0,57,"[50, 100)"
flat,godrej aria,sector 79,11482.0,2.0,2,3,9.0,New Property,1.1,89.0,0,0,0,0,0,0,62,"[50, 100)"
flat,ambience creacions,sector 22,13710.0,3.0,3,3,5.0,Relatively New,2.55,1860.0,0,0,0,0,0,1,49,"[0, 50)"
flat,paras dews,sector 106,8537.0,3.0,4,3+,10.0,Relatively New,1.05,1345.0,0,1,0,0,0,0,174,"[150, 200)"
flat,bestech park view city,sector 48,11714.0,3.0,3,3+,7.0,Relatively New,2.7,2000.0,1,1,0,0,0,2,174,"[150, 200)"
flat,corona optus,sector 37c,7250.0,3.0,3,3,4.0,New Property,1.26,1400.0,0,0,0,0,0,0,28,"[0, 50)"
flat,dlf new town heights,sector 110,6504.0,3.0,3,3+,5.0,Relatively New,1.25,1929.0,0,1,0,1,0,0,127,"[100, 150)"
flat,paras dews,sector 106,6818.0,3.0,4,3+,9.0,Relatively New,1.2,1186.0,0,1,0,0,0,0,174,"[150, 200)"
flat,m3m woodshire,sector 107,6589.0,2.0,2,3+,4.0,Relatively New,0.9,1366.0,0,0,0,0,0,0,21,"[0, 50)"
flat,sare green parc 2,sector 92,4837.0,3.0,2,2,6.0,Under Construction,0.61,1261.0,0,0,0,0,1,0,0,"[0, 50)"
flat,shree vardhman victoria,sector 70,9744.0,3.0,3,3,10.0,New Property,1.9,1950.0,0,1,1,1,1,0,36,"[0, 50)"
house,independent,sector 26,13034.074074074075,3.0,3,2,2.0,Old Property,1.7596,1350.0,0,0,0,1,0,2,58,"[50, 100)"
flat,smart world gems,sector 89,12000.0,3.0,2,0,3.0,New Property,1.71,1423.0,0,0,0,0,0,0,45,"[0, 50)"
flat,m3m woodshire,sector 107,5867.0,2.0,2,3,8.0,Relatively New,0.9,1200.0,1,0,0,0,0,2,74,"[50, 100)"
flat,eldeco accolade,sohna road,5775.0,2.0,2,3,5.0,Relatively New,0.73,830.0,0,0,0,1,0,0,33,"[0, 50)"
flat,dlf the primus,sector 82a,10714.0,3.0,3,3+,29.0,Relatively New,2.25,2386.0,0,1,0,0,0,1,72,"[50, 100)"
flat,experion windchants,sector 112,12310.0,3.0,4,3+,14.0,Relatively New,3.65,2225.56,0,1,0,0,0,2,150,"[150, 200)"
flat,ansal maple heights,sector 43,12658.0,3.0,3,3+,7.0,Old Property,1.5,1385.0,0,0,1,0,0,2,174,"[150, 200)"
flat,emaar palm gardens,sector 83,8400.0,5.0,7,3+,15.0,Relatively New,3.15,3200.0,0,1,0,0,0,2,165,"[150, 200)"
flat,ashiana anmol,sohna road,8216.0,2.0,2,2,6.0,Under Construction,0.99,1023.0,0,0,0,0,0,0,49,"[0, 50)"
flat,shapoorji pallonji joyville gurugram,sector 102,11667.0,2.0,2,3,0.0,Relatively New,1.4,1364.0,0,0,0,0,0,0,80,"[50, 100)"
house,bptp astaire gardens,sector 70a,10138.804611650485,3.0,3,3+,2.0,Relatively New,1.6708749999999999,1648.0,0,0,0,0,1,2,153,"[150, 200)"
flat,shree vardhman flora,sector 90,5178.0,2.0,3,2,7.0,Relatively New,0.7,1536.0,1,0,0,0,0,2,49,"[0, 50)"
house,independent,sector 26,3910.222222222222,5.0,7,3+,3.0,Relatively New,1.7596,4500.0,0,1,0,1,0,1,97,"[50, 100)"
flat,mahindra luminare,sector 59,19174.0,3.0,4,3,16.0,New Property,5.8,3438.0,0,1,0,0,0,2,49,"[0, 50)"
flat,sonata group housing gh 24,sector 1 imt manesar,5893.0,4.0,3,3,8.0,New Property,1.65,3182.0,0,1,0,0,0,0,20,"[0, 50)"
flat,prime habitat,sector 99a,5433.0,2.0,2,1,4.0,New Property,0.27,565.0,0,0,0,0,0,0,7,"[0, 50)"
flat,m3m woodshire,sector 107,7394.0,2.0,2,3+,11.0,New Property,1.01,1200.0,0,0,0,0,1,0,74,"[50, 100)"
flat,suncity avenue,sector 102,9023.0,2.0,2,1,5.0,Relatively New,0.48,605.0,0,0,1,0,0,0,159,"[150, 200)"
house,independent,sector 26,6517.037037037037,5.0,5,2,3.0,Old Property,1.7596,2700.0,1,1,1,1,0,1,110,"[100, 150)"
house,sector 14 rwa,sector 14,8323.809523809523,4.0,4,3+,2.0,Moderately Old,2.622,3150.0,0,0,0,0,0,0,0,"[0, 50)"
flat,vatika city homes,sector 83,6207.0,3.0,3,3,6.0,Relatively New,1.08,1534.0,0,0,1,0,0,0,111,"[100, 150)"
house,project mianwali colony,sector 12,3520.78239608802,1.0,1,2,1.0,Old Property,0.7200000000000001,2045.0,0,0,0,0,0,0,0,"[0, 50)"
flat,spire woods now ananda by alpha corp,sector 103,6902.0,3.0,4,3,11.0,Under Construction,1.25,2058.0,1,1,0,0,0,0,105,"[100, 150)"
flat,godrej nature plus,sector 33,7971.0,2.0,2,2,14.0,Under Construction,1.1,1568.0,0,0,0,0,0,0,56,"[50, 100)"
flat,guru gram haryana cghs,sector 56,8424.0,3.0,2,3,6.0,Old Property,1.39,1750.0,0,1,0,1,0,2,89,"[50, 100)"
flat,paras dews,sector 106,6369.0,4.0,6,3+,11.0,Relatively New,1.5,1535.0,0,1,0,0,0,0,174,"[150, 200)"
house,independent,sector 91,6013.717421124828,4.0,4,3,2.0,New Property,1.4613333333333332,2430.0,0,0,0,0,0,2,49,"[0, 50)"
house,nul,sector 25,27962.962962962964,5.0,5,3,2.0,Moderately Old,5.033333333333333,1800.0,0,1,0,1,0,2,112,"[100, 150)"
flat,m3m merlin,sector 67,14558.0,3.0,3,3,0.0,Relatively New,2.98,2047.0,0,0,0,0,1,2,49,"[0, 50)"
flat,emaar gurgaon greens,sector 102,7879.0,3.0,3,3,4.0,Relatively New,1.3,1162.0,0,1,0,0,0,2,125,"[100, 150)"
house,palam vihar extension west zone rwa,sector 2,9391.515151515152,2.0,2,1,1.0,Moderately Old,1.0565454545454545,1125.0,0,0,1,0,0,0,23,"[0, 50)"
house,independent,sector 57,15364.583333333336,4.0,4,2,3.0,Moderately Old,2.6550000000000002,1728.0,0,0,1,0,0,2,60,"[50, 100)"
flat,capital residences 360,sector 70a,7586.0,2.0,2,3+,8.0,New Property,1.1,1450.0,0,0,0,0,0,0,60,"[50, 100)"
house,independent,sector 55,11133.333333333334,4.0,4,0,2.0,Old Property,1.67,1500.0,0,0,0,0,0,0,0,"[0, 50)"
flat,gls arawali homes,sohna road,4514.0,2.0,2,2,4.0,Relatively New,0.26,655.0,0,0,0,0,0,0,42,"[0, 50)"
flat,ss the coralwood,sector 84,6774.0,3.0,3,3,6.0,Relatively New,1.05,1610.0,0,0,0,0,1,0,129,"[100, 150)"
flat,sare homes,sector 92,5384.0,3.0,3,3+,12.0,Relatively New,0.82,1221.18,0,0,0,0,0,0,114,"[100, 150)"
flat,awho shanti vihar,sector 95,9880.0,2.0,2,3+,13.0,New Property,0.82,943.0,1,0,0,0,0,0,114,"[100, 150)"
flat,raheja sampada,sector 92,6569.0,3.0,2,3,11.0,Relatively New,0.9,1370.0,0,0,0,0,0,0,88,"[50, 100)"
flat,today callidora,sector 73,7692.0,2.0,2,2,13.0,New Property,1.0,1477.0,0,0,0,0,0,0,0,"[0, 50)"
flat,essel towers,sector 14,12500.0,3.0,4,3+,3.0,Old Property,2.2,2000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,zara aavaas,sector 104,8519.0,3.0,2,2,7.0,New Property,0.65,867.0,0,0,0,0,0,0,65,"[50, 100)"
flat,godrej,sector 79,8524.0,2.0,2,3,2.0,Relatively New,1.34,1572.0,1,0,0,0,0,0,158,"[150, 200)"
flat,indiabulls centrum park,sector 103,8522.0,4.0,6,3,5.0,Relatively New,2.45,2875.0,0,1,0,0,0,0,38,"[0, 50)"
flat,tata primanti,sector 72,13726.0,3.0,3,3,8.0,Moderately Old,4.1,2550.0,0,1,0,0,0,0,38,"[0, 50)"
flat,m3m woodshire,sector 107,7497.0,2.0,2,3,0.0,Relatively New,1.15,1200.0,1,0,0,0,0,0,29,"[0, 50)"
house,independent,sector 12,2666.666666666667,7.0,7,3,2.0,Old Property,0.7200000000000001,2700.0,0,0,0,0,0,0,7,"[0, 50)"
flat,sare petioles,sector 92,5250.0,4.0,3,3,9.0,Under Construction,1.22,2093.0,0,1,0,0,0,0,99,"[50, 100)"
house,independent,sector 9,21505.37634408602,3.0,3,1,2.0,Relatively New,1.2,558.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,alipur,19660.335195530726,1.0,1,0,0.0,Relatively New,1.7596,895.0,0,0,0,0,0,0,0,"[0, 50)"
flat,dlf regency park,sector 28,11739.0,2.0,2,2,14.0,Old Property,1.35,1120.0,0,0,1,0,0,0,66,"[50, 100)"
flat,mapsko mount ville,sector 79,8389.0,3.0,3,3+,16.0,Relatively New,1.25,1693.0,0,0,0,0,0,2,49,"[0, 50)"
flat,vipul world floors,sector 48,13871.0,4.0,5,3+,4.0,New Property,4.3,3523.0,1,1,0,1,0,0,88,"[50, 100)"
flat,paras dews,sector 106,9551.0,4.0,5,3+,7.0,Relatively New,1.34,1535.0,0,1,0,0,0,0,49,"[0, 50)"
house,suncity essel towers,sector 28,5524.761904761905,5.0,6,3+,4.0,Moderately Old,2.762380952380952,5000.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 2,31728.091728091727,4.0,4,1,2.0,Relatively New,1.0565454545454545,333.0,0,0,0,0,0,0,0,"[0, 50)"
house,not applicable,sector 4,9088.888888888889,2.0,1,1,3.0,Moderately Old,0.45444444444444443,500.0,0,0,0,0,0,0,7,"[0, 50)"
flat,pyramid urban homes 2,sector 86,8483.0,2.0,2,1,2.0,New Property,0.425,569.0,1,1,0,1,1,0,84,"[50, 100)"
flat,shree vardhman flora,sector 90,6333.0,3.0,3,3,9.0,Relatively New,0.95,1705.0,0,1,0,0,0,0,90,"[50, 100)"
house,international city by sobha phase 1,sector 109,3258.5185185185187,4.0,4,3+,4.0,Relatively New,1.7596,5400.0,1,1,0,0,0,0,98,"[50, 100)"
flat,hcbs sports ville,sohna road,3143.0,1.0,1,1,1.0,New Property,0.22,795.0,0,0,0,0,0,0,86,"[50, 100)"
flat,valley view estate,gwal pahari,6090.0,1.0,1,1,11.0,Moderately Old,0.38,624.0,0,0,0,0,0,0,42,"[0, 50)"
house,rattan garden,sector 7,5462.097611630322,2.0,3,2,3.0,Old Property,0.526,963.0,0,0,0,0,0,0,0,"[0, 50)"
flat,dlf new town heights,sector 86,6736.0,3.0,3,3,12.0,Moderately Old,1.3,1930.0,0,1,0,1,0,0,106,"[100, 150)"
flat,godrej nature plus,sector 33,13123.0,2.0,2,3,8.0,Under Construction,1.08,87.0,0,0,0,0,0,0,56,"[50, 100)"
flat,tulip violet,sector 69,8838.0,3.0,3,2,1.0,Relatively New,1.4,1578.0,0,0,0,0,0,0,95,"[50, 100)"
flat,smart world gems,sector 89,8503.0,3.0,3,2,4.0,Under Construction,1.13,1507.0,1,0,0,0,0,0,115,"[100, 150)"
house,independent,sector 4,980.4626633105596,2.0,1,3+,2.0,Moderately Old,0.45444444444444443,4635.0,0,0,0,0,0,0,0,"[0, 50)"
house,raj villas,sector 52,51208.28538550058,6.0,5,3+,4.0,New Property,2.022727272727273,395.0,0,0,0,0,0,0,0,"[0, 50)"
flat,orchid petals,sector 49,10526.0,3.0,3,3,2.0,Old Property,1.9,1600.0,0,0,0,0,1,2,49,"[0, 50)"
house,independent,sector 105,4777.777777777777,4.0,4,1,2.0,Moderately Old,0.43,900.0,0,0,0,0,1,0,14,"[0, 50)"
flat,indiabulls enigma,sector 110,9896.0,5.0,5,3,4.0,Relatively New,3.79,3830.0,0,1,0,0,1,0,125,"[100, 150)"
flat,apna enclave,sector 4 urban estate,6667.0,2.0,2,1,1.0,Relatively New,0.6,900.0,0,0,0,0,0,0,0,"[0, 50)"
flat,bptp terra,sector 37d,8215.0,4.0,3,3,12.0,Relatively New,1.8,2191.0,1,0,0,0,0,2,144,"[100, 150)"
flat,aipl the peaceful homes,sector 70a,11860.0,3.0,3,3,20.0,New Property,2.55,2000.0,0,1,0,1,1,2,150,"[150, 200)"
flat,ambience creacions,sector 22,20533.0,4.0,5,3+,10.0,New Property,6.16,3409.0,0,1,0,1,0,2,49,"[0, 50)"
house,independent,sector 25,18641.975308641977,5.0,6,3,3.0,Old Property,5.033333333333333,2700.0,0,1,1,0,0,2,64,"[50, 100)"
flat,vatika city,sector 49,10577.0,3.0,3,1,7.0,Moderately Old,1.85,1471.12,0,0,1,1,0,0,158,"[150, 200)"
flat,vatika independent floors,sector 82,5826.0,2.0,2,3,2.0,Moderately Old,0.67,1150.0,0,0,0,0,0,0,53,"[50, 100)"
flat,bestech park view ananda,sector 81,8735.0,3.0,2,3+,3.0,Relatively New,1.45,1230.0,0,0,0,0,1,0,45,"[0, 50)"
flat,ats kocoon,sector 109,9742.0,3.0,3,3,21.0,Moderately Old,1.7,1550.0,0,0,0,0,0,0,49,"[0, 50)"
flat,signature global the millennia,sector 37d,9167.0,2.0,2,3,3.0,New Property,0.55,600.0,0,0,0,0,0,0,53,"[50, 100)"
